STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
NC,2006,216443.86,133810.83,82633.03,0.38,1.526,1.659
NC,2007,219983.36,134887.39,85095.97,0.39,1.551,1.717
NC,2007,222781.65,135643.22,87138.43,0.39,1.570,1.766
NC,2007,224805.66,136644.63,88161.03,0.39,1.585,1.794
NC,2007,226017.02,138374.59,87642.43,0.39,1.593,1.790
NC,2008,226521.67,141146.04,85375.63,0.38,1.597,1.750
NC,2008,226417.76,144322.58,82095.17,0.36,1.596,1.688
NC,2008,225792.10,147174.49,78617.61,0.35,1.592,1.621
NC,2008,224938.72,148936.12,76002.60,0.34,1.586,1.570
NC,2009,224044.34,149031.09,75013.25,0.33,1.579,1.552
NC,2009,222815.48,147975.45,74840.03,0.34,1.571,1.551
NC,2009,221289.31,146371.07,74918.24,0.34,1.560,1.555
NC,2009,219524.51,144865.54,74658.97,0.34,1.547,1.551
NC,2010,217635.32,143899.51,73735.81,0.34,1.534,1.531
NC,2010,215757.52,143988.28,71769.24,0.33,1.521,1.493
NC,2010,213920.92,145139.41,68781.51,0.32,1.508,1.434
NC,2010,212270.33,147483.51,64786.82,0.31,1.496,1.354
NC,2011,210838.42,151104.61,59733.81,0.28,1.486,1.254
NC,2011,210041.18,155201.91,54839.27,0.26,1.481,1.155
NC,2011,210007.55,159158.00,50849.55,0.24,1.480,1.073
NC,2011,210641.62,162260.99,48380.63,0.23,1.485,1.024
NC,2012,211874.55,163991.04,47883.52,0.23,1.493,1.015
NC,2012,213742.77,164739.46,49003.31,0.23,1.507,1.042
NC,2012,216229.38,165043.16,51186.22,0.24,1.524,1.091
NC,2012,219267.39,165457.14,53810.25,0.25,1.546,1.149
NC,2013,222745.53,166415.81,56329.72,0.25,1.570,1.206
NC,2013,226339.91,167873.89,58466.02,0.26,1.595,1.255
NC,2013,229905.53,169666.24,60239.30,0.26,1.621,1.296
NC,2013,233366.42,171627.79,61738.63,0.26,1.645,1.332
NC,2014,236777.76,174901.73,61876.03,0.26,1.669,1.338
NC,2014,240380.43,175120.49,65259.94,0.27,1.694,1.415
NC,2014,244200.82,178877.50,65323.32,0.27,1.721,1.420
NC,2014,248412.01,182549.45,65862.57,0.27,1.751,1.435
NC,2015,253005.96,182776.92,70229.04,0.28,1.783,1.534
NC,2015,257829.02,181081.84,76747.18,0.30,1.817,1.680
NC,2015,262773.30,182124.66,80648.64,0.31,1.852,1.770
ND,1975,21459.06,19147.38,2311.69,0.11,0.250,0.000
ND,1975,21744.01,19383.35,2360.66,0.11,0.254,0.000
ND,1975,22179.95,19620.53,2559.41,0.12,0.259,0.000
ND,1975,22762.09,19884.44,2877.64,0.13,0.266,0.000
ND,1976,23501.77,20199.18,3302.59,0.14,0.274,0.000
ND,1976,24280.80,20551.34,3729.46,0.15,0.283,0.000
ND,1976,25113.44,20935.74,4177.70,0.17,0.293,0.000
ND,1976,26047.70,21343.25,4704.45,0.18,0.304,0.000
ND,1977,27003.09,21758.31,5244.78,0.19,0.315,0.000
ND,1977,27846.33,22199.15,5647.18,0.20,0.325,0.000
ND,1977,28527.64,22659.55,5868.10,0.21,0.333,0.000
ND,1977,29202.26,23141.51,6060.75,0.21,0.341,0.000
ND,1978,30006.25,23654.98,6351.27,0.21,0.350,0.000
ND,1978,30896.55,24189.04,6707.51,0.22,0.360,0.000
ND,1978,31967.03,24756.32,7210.71,0.23,0.373,0.000
ND,1978,33156.92,25362.46,7794.46,0.24,0.387,0.001
ND,1979,34441.61,26003.73,8437.88,0.24,0.402,0.001
ND,1979,35578.36,26669.52,8908.84,0.25,0.415,0.001
ND,1979,36494.12,27330.29,9163.83,0.25,0.426,0.001
ND,1979,37235.26,27960.72,9274.54,0.25,0.434,0.001
ND,1980,37817.59,28532.10,9285.49,0.25,0.441,0.001
ND,1980,38261.32,29078.29,9183.03,0.24,0.446,0.001
ND,1980,38543.79,29605.14,8938.65,0.23,0.450,0.001
ND,1980,38878.06,30129.09,8748.96,0.23,0.453,0.001
ND,1981,39398.98,30673.13,8725.85,0.22,0.460,0.001
ND,1981,39870.90,31224.90,8646.01,0.22,0.465,0.001
ND,1981,39975.48,31795.68,8179.80,0.20,0.466,0.001
ND,1981,39297.50,32387.50,6910.00,0.18,0.458,0.000
ND,1982,37993.53,32999.38,4994.15,0.13,0.443,0.000
ND,1982,36614.84,33589.16,3025.68,0.08,0.427,0.000
ND,1982,35937.56,34124.09,1813.47,0.05,0.419,0.000
ND,1982,36386.73,34567.39,1819.34,0.05,0.424,0.000
ND,1983,37650.23,35767.72,1882.51,0.05,0.439,0.000
ND,1983,39277.13,37313.27,1963.86,0.05,0.458,0.000
ND,1983,41014.34,38963.62,2050.72,0.05,0.478,0.001
ND,1983,42961.97,40813.87,2148.10,0.05,0.501,0.001
ND,1984,44649.58,42351.17,2298.41,0.05,0.521,0.002
ND,1984,45772.60,42513.91,3258.68,0.07,0.534,0.003
ND,1984,46385.25,42697.81,3687.44,0.08,0.541,0.003
ND,1984,46632.74,42911.72,3721.02,0.08,0.544,0.003
ND,1985,46771.52,43161.35,3610.17,0.08,0.546,0.003
ND,1985,46925.46,43444.75,3480.72,0.07,0.547,0.003
ND,1985,47133.69,43753.48,3380.21,0.07,0.550,0.003
ND,1985,47367.34,44080.14,3287.20,0.07,0.553,0.003
ND,1986,47656.94,44414.46,3242.48,0.07,0.556,0.003
ND,1986,47917.41,44735.76,3181.65,0.07,0.559,0.003
ND,1986,48130.05,45020.21,3109.84,0.06,0.561,0.003
ND,1986,48313.28,45244.08,3069.19,0.06,0.564,0.002
ND,1987,48487.97,45391.86,3096.11,0.06,0.566,0.003
ND,1987,48584.71,45494.34,3090.38,0.06,0.567,0.003
ND,1987,48626.52,45586.47,3040.06,0.06,0.567,0.002
ND,1987,48627.29,45704.90,2922.38,0.06,0.567,0.002
ND,1988,48625.32,45878.10,2747.22,0.06,0.567,0.002
ND,1988,48687.54,46093.86,2593.68,0.05,0.568,0.002
ND,1988,48817.67,46334.60,2483.07,0.05,0.569,0.002
ND,1988,49033.25,46581.59,2451.66,0.05,0.572,0.002
ND,1989,49415.35,46944.59,2470.77,0.05,0.576,0.002
ND,1989,49908.09,47412.69,2495.40,0.05,0.582,0.002
ND,1989,50479.14,47955.19,2523.96,0.05,0.589,0.003
ND,1989,51055.24,48502.48,2552.76,0.05,0.596,0.003
ND,1990,51593.60,49013.92,2579.68,0.05,0.602,0.003
ND,1990,52098.51,49493.58,2604.93,0.05,0.608,0.004
ND,1990,52486.48,49862.15,2624.32,0.05,0.612,0.004
ND,1990,52848.93,50206.49,2642.45,0.05,0.616,0.004
ND,1991,53224.51,50563.29,2661.23,0.05,0.621,0.005
ND,1991,53617.61,50936.73,2680.88,0.05,0.625,0.006
ND,1991,54070.11,51366.60,2703.51,0.05,0.631,0.006
ND,1991,54648.39,51915.97,2732.42,0.05,0.637,0.007
ND,1992,55352.53,52584.91,2767.63,0.05,0.646,0.008
ND,1992,56174.22,53365.51,2808.71,0.05,0.655,0.009
ND,1992,57119.65,54263.67,2855.98,0.05,0.666,0.011
ND,1992,58213.18,55302.52,2910.66,0.05,0.679,0.013
ND,1993,59438.46,56466.54,2971.92,0.05,0.693,0.018
ND,1993,60762.51,57724.39,3038.13,0.05,0.709,0.024
ND,1993,62131.15,59024.59,3106.56,0.05,0.725,0.034
ND,1993,63468.62,60295.19,3173.43,0.05,0.740,0.048
ND,1994,64732.48,61495.85,3236.62,0.05,0.755,0.065
ND,1994,65910.22,62614.71,3295.51,0.05,0.769,0.084
