STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
HI,2009,753836.57,228973.04,524863.53,0.70,2.285,2.908
HI,2010,743736.58,227854.10,515882.48,0.69,2.254,2.853
HI,2010,734567.06,228827.33,505739.74,0.69,2.226,2.797
HI,2010,726179.88,230854.07,495325.81,0.68,2.201,2.742
HI,2010,719354.28,233659.60,485694.68,0.68,2.180,2.691
HI,2011,715060.16,237682.37,477377.79,0.67,2.167,2.653
HI,2011,716322.66,240974.07,475348.59,0.66,2.171,2.645
HI,2011,722048.76,243970.38,478078.38,0.66,2.189,2.664
HI,2011,731882.77,246403.31,485479.46,0.66,2.218,2.708
HI,2012,746418.24,247918.87,498499.36,0.67,2.262,2.782
HI,2012,764580.35,249221.18,515359.17,0.67,2.317,2.879
HI,2012,783920.38,250481.63,533438.75,0.68,2.376,2.983
HI,2012,804253.21,252061.55,552191.65,0.69,2.438,3.090
HI,2013,824551.27,254235.22,570316.04,0.69,2.499,3.195
HI,2013,843837.43,256925.36,586912.06,0.70,2.558,3.291
HI,2013,862559.25,259966.74,602592.50,0.70,2.614,3.382
HI,2013,879967.25,263192.27,616774.98,0.70,2.667,3.464
HI,2014,895821.07,268552.58,627268.49,0.70,2.715,3.526
HI,2014,909848.86,269224.56,640624.30,0.70,2.758,3.605
HI,2014,925245.13,275345.24,649899.89,0.70,2.804,3.660
HI,2014,940980.12,281346.38,659633.74,0.70,2.852,3.718
HI,2015,957606.16,282040.92,675565.23,0.71,2.903,3.812
HI,2015,975671.73,279758.26,695913.47,0.71,2.957,3.930
HI,2015,995573.36,281701.48,713871.87,0.72,3.018,4.035
ID,1975,31458.84,27374.26,4084.58,0.13,0.232,0.001
ID,1975,31105.87,27552.10,3553.77,0.11,0.230,0.001
ID,1975,30897.10,27725.38,3171.72,0.10,0.228,0.001
ID,1975,30986.56,27968.42,3018.14,0.10,0.229,0.001
ID,1976,31438.93,28344.89,3094.04,0.10,0.232,0.001
ID,1976,32192.48,28849.98,3342.51,0.10,0.238,0.001
ID,1976,33129.07,29474.31,3654.76,0.11,0.244,0.001
ID,1976,34257.22,30205.46,4051.76,0.12,0.253,0.001
ID,1977,35596.95,31020.21,4576.74,0.13,0.263,0.001
ID,1977,37125.13,31891.53,5233.60,0.14,0.274,0.001
ID,1977,38821.17,32769.30,6051.87,0.16,0.286,0.001
ID,1977,40566.55,33608.12,6958.43,0.17,0.299,0.001
ID,1978,42215.09,34396.75,7818.34,0.19,0.311,0.001
ID,1978,43671.88,35135.74,8536.15,0.20,0.322,0.002
ID,1978,44939.46,35900.90,9038.56,0.20,0.332,0.002
ID,1978,46055.83,36751.60,9304.23,0.20,0.340,0.002
ID,1979,47101.79,37724.93,9376.86,0.20,0.348,0.002
ID,1979,48050.49,38786.08,9264.41,0.19,0.355,0.002
ID,1979,48991.54,39871.41,9120.13,0.19,0.361,0.002
ID,1979,49896.77,40920.01,8976.76,0.18,0.368,0.002
ID,1980,50726.28,41875.27,8851.01,0.17,0.374,0.002
ID,1980,51488.05,42781.03,8707.02,0.17,0.380,0.002
ID,1980,52226.94,43659.03,8567.91,0.16,0.385,0.002
ID,1980,52877.06,44541.67,8335.40,0.16,0.390,0.002
ID,1981,53458.92,45465.63,7993.29,0.15,0.394,0.002
ID,1981,53832.76,46414.66,7418.10,0.14,0.397,0.001
ID,1981,54222.18,47400.57,6821.61,0.13,0.400,0.001
ID,1981,54634.81,48425.89,6208.91,0.11,0.403,0.001
ID,1982,54824.53,49477.00,5347.53,0.10,0.405,0.001
ID,1982,55108.20,50478.03,4630.17,0.08,0.407,0.001
ID,1982,55398.97,51338.06,4060.91,0.07,0.409,0.001
ID,1982,55740.10,51965.91,3774.20,0.07,0.411,0.001
ID,1983,55987.59,52299.03,3688.56,0.07,0.413,0.001
ID,1983,56120.40,52419.99,3700.41,0.07,0.414,0.001
ID,1983,56289.46,52431.30,3858.16,0.07,0.415,0.001
ID,1983,56575.57,52439.55,4136.02,0.07,0.417,0.001
ID,1984,56985.84,52537.95,4447.89,0.08,0.420,0.001
ID,1984,57489.68,52730.92,4758.76,0.08,0.424,0.001
ID,1984,58073.64,53020.53,5053.11,0.09,0.428,0.001
ID,1984,58668.45,53403.97,5264.48,0.09,0.433,0.001
ID,1985,59227.33,53868.64,5358.69,0.09,0.437,0.001
ID,1985,59807.96,54359.47,5448.49,0.09,0.441,0.001
ID,1985,60300.62,54812.67,5487.94,0.09,0.445,0.001
ID,1985,60680.79,55164.01,5516.78,0.09,0.448,0.001
ID,1986,61008.94,55371.93,5637.01,0.09,0.450,0.001
ID,1986,61274.91,55491.58,5783.32,0.09,0.452,0.001
ID,1986,61485.96,55598.61,5887.35,0.10,0.454,0.001
ID,1986,61597.66,55769.63,5828.03,0.09,0.454,0.001
ID,1987,61576.63,56057.08,5519.55,0.09,0.454,0.001
ID,1987,61422.43,56457.89,4964.54,0.08,0.453,0.001
ID,1987,61241.99,56930.32,4311.67,0.07,0.452,0.001
ID,1987,61200.65,57438.34,3762.31,0.06,0.452,0.001
ID,1988,61344.98,57949.30,3395.69,0.06,0.453,0.001
ID,1988,61613.23,58442.31,3170.91,0.05,0.455,0.001
ID,1988,62000.39,58900.37,3100.02,0.05,0.457,0.001
ID,1988,62580.41,59451.39,3129.02,0.05,0.462,0.001
ID,1989,63378.73,60209.79,3168.94,0.05,0.468,0.001
ID,1989,64317.35,61101.48,3215.87,0.05,0.475,0.001
ID,1989,65396.36,62126.54,3269.82,0.05,0.483,0.001
ID,1989,66616.94,63286.09,3330.85,0.05,0.492,0.001
ID,1990,67974.92,64576.17,3398.75,0.05,0.502,0.002
ID,1990,69405.11,65934.85,3470.26,0.05,0.512,0.003
ID,1990,70960.58,67412.55,3548.03,0.05,0.524,0.004
ID,1990,72452.48,68829.85,3622.62,0.05,0.535,0.005
ID,1991,73962.14,70264.03,3698.11,0.05,0.546,0.007
ID,1991,75530.27,71753.75,3776.51,0.05,0.557,0.009
ID,1991,77218.02,73357.12,3860.90,0.05,0.570,0.012
ID,1991,79047.90,75095.51,3952.40,0.05,0.583,0.017
ID,1992,80996.50,76946.67,4049.82,0.05,0.598,0.025
ID,1992,83064.72,78911.49,4153.24,0.05,0.613,0.036
ID,1992,85255.78,80992.99,4262.79,0.05,0.629,0.052
ID,1992,87579.02,83200.07,4378.95,0.05,0.646,0.077
ID,1993,90007.91,85507.52,4500.40,0.05,0.664,0.113
ID,1993,92509.21,87631.90,4877.31,0.05,0.683,0.162
ID,1993,95056.73,88328.97,6727.76,0.07,0.701,0.224
ID,1993,97533.03,89193.33,8339.70,0.09,0.720,0.279
ID,1994,99915.78,90228.45,9687.33,0.10,0.737,0.325
ID,1994,102175.25,91358.60,10816.64,0.11,0.754,0.364
ID,1994,104238.48,92497.22,11741.26,0.11,0.769,0.397
ID,1994,106064.68,93555.02,12509.66,0.12,0.783,0.425
ID,1995,107669.88,94488.21,13181.68,0.12,0.794,0.451
ID,1995,109068.41,95260.17,13808.25,0.13,0.805,0.474
ID,1995,110311.85,95936.49,14375.36,0.13,0.814,0.496
ID,1995,111440.52,96559.88,14880.64,0.13,0.822,0.515
ID,1996,112489.63,97144.88,15344.75,0.14,0.830,0.532
ID,1996,113508.19,97760.75,15747.43,0.14,0.837,0.548
ID,1996,114531.11,98393.41,16137.70,0.14,0.845,0.563
ID,1996,115580.08,99051.48,16528.60,0.14,0.853,0.579
ID,1997,116652.26,99741.91,16910.35,0.14,0.861,0.595
ID,1997,117783.28,100453.08,17330.20,0.15,0.869,0.612
ID,1997,118988.08,101176.04,17812.05,0.15,0.878,0.631
ID,1997,120250.75,101900.01,18350.74,0.15,0.887,0.653
ID,1998,121567.35,102630.84,18936.52,0.16,0.897,0.677
ID,1998,122927.62,103350.47,19577.16,0.16,0.907,0.703
ID,1998,124335.59,104086.45,20249.14,0.16,0.917,0.730
ID,1998,125811.01,104854.27,20956.74,0.17,0.928,0.758
ID,1999,127367.95,105659.15,21708.80,0.17,0.940,0.788
ID,1999,128975.56,106442.78,22532.79,0.17,0.952,0.820
ID,1999,130605.78,107143.46,23462.32,0.18,0.964,0.857
ID,1999,132254.67,107696.51,24558.16,0.19,0.976,0.899
ID,2000,133888.86,108018.69,25870.17,0.19,0.988,0.948
ID,2000,135536.20,108338.29,27197.91,0.20,1.000,1.000
ID,2000,137272.63,108743.37,28529.26,0.21,1.013,1.053
ID,2000,139147.93,109371.46,29776.47,0.21,1.027,1.104
ID,2001,141038.15,110405.96,30632.20,0.22,1.041,1.145
ID,2001,142882.23,111534.68,31347.56,0.22,1.054,1.177
ID,2001,144677.49,112709.51,31967.98,0.22,1.067,1.205
ID,2001,146477.53,113791.42,32686.11,0.22,1.081,1.236
ID,2002,148365.96,114596.22,33769.74,0.23,1.095,1.278
ID,2002,150419.98,115259.33,35160.65,0.23,1.110,1.334
ID,2002,152647.69,115710.69,36937.01,0.24,1.126,1.406
ID,2002,155090.67,115947.77,39142.89,0.25,1.144,1.495
ID,2003,157779.67,116045.67,41734.01,0.26,1.164,1.600
ID,2003,160767.01,116241.77,44525.25,0.28,1.186,1.713
ID,2003,164188.63,116898.61,47290.02,0.29,1.211,1.826
ID,2003,168145.84,118359.43,49786.41,0.30,1.241,1.929
ID,2004,172794.89,120809.94,51984.95,0.30,1.275,2.020
ID,2004,178232.12,123996.29,54235.83,0.30,1.315,2.115
ID,2004,184442.90,127443.93,56998.97,0.31,1.361,2.231
ID,2004,191450.65,130704.49,60746.16,0.32,1.413,2.388
ID,2005,199388.68,133450.43,65938.25,0.33,1.471,2.603
ID,2005,208202.81,135750.23,72452.58,0.35,1.536,2.873
ID,2005,217790.42,137819.63,79970.79,0.37,1.607,3.186
ID,2005,227744.22,139861.21,87883.01,0.39,1.680,3.517
ID,2006,237512.62,142039.88,95472.73,0.40,1.752,3.839
ID,2006,246636.18,144242.57,102393.60,0.42,1.820,4.137
ID,2006,254663.75,146361.35,108302.40,0.43,1.879,4.396
ID,2006,261360.66,148268.78,113091.88,0.43,1.928,4.612
ID,2007,266418.84,150026.35,116392.49,0.44,1.966,4.774
ID,2007,269688.11,151561.55,118126.56,0.44,1.990,4.866
ID,2007,271091.73,153286.24,117805.49,0.43,2.000,4.872
ID,2007,270715.04,155495.65,115219.39,0.43,1.997,4.782
ID,2008,268683.41,158375.75,110307.66,0.41,1.982,4.593
ID,2008,265228.52,161470.78,103757.74,0.39,1.957,4.332
ID,2008,260996.65,164274.10,96722.55,0.37,1.926,4.048
ID,2008,256467.21,166252.88,90214.33,0.35,1.892,3.782
ID,2009,251870.39,166974.72,84895.67,0.34,1.858,3.561
ID,2009,246799.35,166850.99,79948.36,0.32,1.821,3.358
ID,2009,241112.80,166251.20,74861.60,0.31,1.779,3.147
ID,2009,234954.69,165605.12,69349.58,0.30,1.734,2.918
ID,2010,228539.20,165173.48,63365.72,0.28,1.686,2.664
ID,2010,222210.71,165289.80,56920.91,0.26,1.639,2.396
ID,2010,216235.71,165867.40,50368.31,0.23,1.595,2.123
ID,2010,211066.20,166923.35,44142.85,0.21,1.557,1.865
ID,2011,207395.09,168517.19,38877.91,0.19,1.530,1.649
ID,2011,206002.46,170443.44,35559.02,0.17,1.520,1.511
ID,2011,207122.24,172678.05,34444.19,0.17,1.528,1.467
ID,2011,210409.98,175136.90,35273.08,0.17,1.552,1.506
ID,2012,215534.61,177708.96,37825.66,0.18,1.590,1.617
ID,2012,221910.48,180288.90,41621.58,0.19,1.637,1.783
ID,2012,228800.70,182710.10,46090.60,0.20,1.688,1.978
ID,2012,235743.79,184819.58,50924.21,0.22,1.739,2.190
ID,2013,242418.87,186509.08,55909.79,0.23,1.789,2.409
ID,2013,248551.99,187851.45,60700.53,0.24,1.834,2.621
ID,2013,254143.95,188965.04,65178.90,0.26,1.875,2.820
ID,2013,259201.29,189968.18,69233.11,0.27,1.912,3.002
ID,2014,263996.07,193570.05,70426.02,0.27,1.948,3.060
ID,2014,268697.55,193789.46,74908.09,0.28,1.982,3.261
ID,2014,273737.66,197926.76,75810.90,0.28,2.020,3.307
ID,2014,279460.96,201969.85,77491.11,0.28,2.062,3.387
ID,2015,286044.29,202202.37,83841.92,0.29,2.110,3.673
ID,2015,293539.62,200309.31,93230.31,0.32,2.166,4.093
ID,2015,301746.40,201449.52,100296.88,0.33,2.226,4.412
IL,1975,38123.64,34627.20,3496.45,0.09,0.227,0.010
IL,1975,38552.38,34952.62,3599.76,0.09,0.230,0.011
IL,1975,39144.94,35195.62,3949.32,0.10,0.233,0.012
IL,1975,39969.16,35409.60,4559.56,0.11,0.238,0.014
IL,1976,41020.77,35652.22,5368.55,0.13,0.244,0.016
IL,1976,42332.11,35949.01,6383.10,0.15,0.252,0.019
IL,1976,43886.37,36344.49,7541.89,0.17,0.261,0.023
IL,1976,45649.39,36876.30,8773.09,0.19,0.272,0.026
IL,1977,47620.38,37549.94,10070.44,0.21,0.284,0.030
IL,1977,49664.41,38342.65,11321.76,0.23,0.296,0.034
IL,1977,51730.08,39168.51,12561.57,0.24,0.308,0.038
IL,1977,53854.72,39955.09,13899.63,0.26,0.321,0.042
IL,1978,55917.89,40683.22,15234.67,0.27,0.333,0.046
IL,1978,57795.76,41353.91,16441.85,0.28,0.344,0.050
IL,1978,59266.97,42082.20,17184.77,0.29,0.353,0.053
IL,1978,60265.06,42958.02,17307.04,0.29,0.359,0.053
IL,1979,60833.02,44025.21,16807.80,0.28,0.362,0.052
IL,1979,61177.05,45261.14,15915.91,0.26,0.364,0.049
IL,1979,61334.92,46557.53,14777.39,0.24,0.365,0.046
IL,1979,61424.80,47822.39,13602.41,0.22,0.366,0.042
IL,1980,61552.25,48982.04,12570.22,0.20,0.367,0.039
IL,1980,61791.95,50080.92,11711.03,0.19,0.368,0.036
IL,1980,62172.23,51166.89,11005.34,0.18,0.370,0.034
IL,1980,62683.26,52293.80,10389.45,0.17,0.373,0.032
IL,1981,63339.34,53510.11,9829.23,0.16,0.377,0.031
IL,1981,64000.09,54751.95,9248.13,0.14,0.381,0.029
IL,1981,64404.10,55978.96,8425.13,0.13,0.384,0.026
IL,1981,64469.71,57139.02,7330.69,0.11,0.384,0.023
IL,1982,64190.37,58183.85,6006.52,0.09,0.382,0.019
IL,1982,63793.97,59087.69,4706.29,0.07,0.380,0.015
IL,1982,63508.75,59825.66,3683.09,0.06,0.378,0.012
IL,1982,63551.18,60373.62,3177.56,0.05,0.379,0.010
IL,1983,63938.73,60741.79,3196.94,0.05,0.381,0.010
IL,1983,64610.31,61379.79,3230.52,0.05,0.385,0.011
IL,1983,65444.26,62172.05,3272.21,0.05,0.390,0.014
IL,1983,66358.43,63040.51,3317.92,0.05,0.395,0.017
IL,1984,67300.39,63935.37,3365.02,0.05,0.401,0.020
IL,1984,68253.98,64841.28,3412.70,0.05,0.407,0.023
IL,1984,69179.69,65720.71,3458.98,0.05,0.412,0.026
IL,1984,70087.25,66582.89,3504.36,0.05,0.418,0.030
IL,1985,70996.73,67446.89,3549.84,0.05,0.423,0.033
IL,1985,71958.28,68360.37,3597.91,0.05,0.429,0.039
IL,1985,73020.76,69369.72,3651.04,0.05,0.435,0.046
IL,1985,74228.23,70516.82,3711.41,0.05,0.442,0.057
IL,1986,75607.86,71396.69,4211.17,0.06,0.450,0.072
IL,1986,77179.15,71772.46,5406.69,0.07,0.460,0.093
IL,1986,78930.54,72228.06,6702.48,0.08,0.470,0.115
IL,1986,80836.10,72815.44,8020.66,0.10,0.482,0.138
IL,1987,82864.00,73559.45,9304.55,0.11,0.494,0.160
IL,1987,84982.00,74408.62,10573.38,0.12,0.506,0.182
IL,1987,87113.85,75274.61,11839.24,0.14,0.519,0.204
IL,1987,89232.14,76073.37,13158.77,0.15,0.532,0.227
IL,1988,91353.37,76751.95,14601.42,0.16,0.544,0.253
IL,1988,93465.26,77366.48,16098.78,0.17,0.557,0.279
IL,1988,95506.83,78008.59,17498.24,0.18,0.569,0.303
IL,1988,97458.39,78767.79,18690.61,0.19,0.581,0.325
IL,1989,99358.24,79722.35,19635.89,0.20,0.592,0.342
IL,1989,101203.00,80740.61,20462.39,0.20,0.603,0.357
IL,1989,102952.22,81732.17,21220.05,0.21,0.613,0.370
IL,1989,104546.00,82584.66,21961.34,0.21,0.623,0.383
IL,1990,105972.77,83174.56,22798.21,0.22,0.631,0.397
IL,1990,107246.30,83673.63,23572.67,0.22,0.639,0.411
IL,1990,108474.32,84133.73,24340.59,0.22,0.646,0.424
IL,1990,109598.60,84652.04,24946.56,0.23,0.653,0.436
IL,1991,110680.35,85314.70,25365.65,0.23,0.659,0.444
IL,1991,111754.92,86059.36,25695.56,0.23,0.666,0.451
IL,1991,112876.03,86846.73,26029.31,0.23,0.672,0.457
IL,1991,114068.18,87623.48,26444.71,0.23,0.680,0.466
IL,1992,115325.53,88421.72,26903.81,0.23,0.687,0.476
IL,1992,116641.06,89099.29,27541.78,0.24,0.695,0.488
IL,1992,118018.65,89764.96,28253.70,0.24,0.703,0.501
IL,1992,119476.54,90458.18,29018.37,0.24,0.712,0.515
IL,1993,120985.43,91106.63,29878.80,0.25,0.721,0.528
IL,1993,122552.74,91890.66,30662.08,0.25,0.730,0.541
IL,1993,124176.74,92654.31,31522.43,0.25,0.740,0.557
IL,1993,125820.80,93335.80,32485.01,0.26,0.750,0.574
IL,1994,127462.81,93901.22,33561.59,0.26,0.759,0.593
IL,1994,129026.57,94438.07,34588.49,0.27,0.769,0.612
IL,1994,130485.23,95057.98,35427.25,0.27,0.777,0.628
IL,1994,131861.31,95873.64,35987.67,0.27,0.786,0.640
IL,1995,133192.17,97024.34,36167.84,0.27,0.793,0.646
IL,1995,134510.75,98235.38,36275.37,0.27,0.801,0.649
IL,1995,135804.66,99426.05,36378.61,0.27,0.809,0.652
IL,1995,137062.79,100445.80,36616.99,0.27,0.817,0.658
IL,1996,138281.54,101146.62,37134.92,0.27,0.824,0.667
IL,1996,139427.93,101702.17,37725.77,0.27,0.831,0.679
IL,1996,140486.36,102188.48,38297.88,0.27,0.837,0.690
IL,1996,141481.18,102723.36,38757.82,0.27,0.843,0.700
IL,1997,142439.17,103397.77,39041.40,0.27,0.849,0.706
IL,1997,143416.35,104225.03,39191.32,0.27,0.854,0.710
IL,1997,144458.18,105182.21,39275.97,0.27,0.861,0.713
IL,1997,145614.79,106250.50,39364.29,0.27,0.867,0.716
IL,1998,146942.10,107430.27,39511.82,0.27,0.875,0.721
IL,1998,148479.97,108557.77,39922.19,0.27,0.885,0.731
IL,1998,150266.27,109565.30,40700.97,0.27,0.895,0.747
IL,1998,152289.19,110352.66,41936.52,0.28,0.907,0.771
IL,1999,154501.82,110877.31,43624.51,0.28,0.920,0.804
IL,1999,156879.83,111222.93,45656.90,0.29,0.935,0.842
IL,1999,159413.03,111565.09,47847.95,0.30,0.950,0.884
IL,1999,162090.46,112065.18,50025.28,0.31,0.966,0.925
IL,2000,164909.76,112717.91,52191.85,0.32,0.982,0.963
IL,2000,167866.00,113768.96,54097.04,0.32,1.000,1.000
IL,2000,170938.91,115003.99,55934.92,0.33,1.018,1.036
IL,2000,174100.76,116330.90,57769.86,0.33,1.037,1.073
IL,2001,177336.29,117879.73,59456.57,0.34,1.056,1.112
IL,2001,180607.29,119185.03,61422.26,0.34,1.076,1.152
IL,2001,183907.56,120475.55,63432.01,0.34,1.096,1.192
IL,2001,187259.72,121782.02,65477.70,0.35,1.116,1.232
IL,2002,190706.58,122969.14,67737.44,0.36,1.136,1.273
IL,2002,194257.30,124250.15,70007.15,0.36,1.157,1.316
IL,2002,197916.59,125348.61,72567.98,0.37,1.179,1.366
IL,2002,201686.93,126123.72,75563.22,0.37,1.201,1.424
IL,2003,205553.86,126582.99,78970.87,0.38,1.225,1.491
IL,2003,209512.37,126921.25,82591.12,0.39,1.248,1.561
IL,2003,213548.71,127612.66,85936.05,0.40,1.272,1.626
IL,2003,217654.55,129077.46,88577.09,0.41,1.297,1.677
IL,2004,221805.43,131581.44,90223.98,0.41,1.321,1.709
IL,2004,226027.96,134901.66,91126.30,0.40,1.346,1.727
IL,2004,230339.41,138617.79,91721.63,0.40,1.372,1.739
IL,2004,234738.81,142326.69,92412.12,0.39,1.398,1.753
IL,2005,239237.28,145673.94,93563.33,0.39,1.425,1.775
IL,2005,243779.08,148694.48,95084.60,0.39,1.452,1.805
IL,2005,248263.43,151410.95,96852.48,0.39,1.479,1.839
IL,2005,252530.42,153871.57,98658.85,0.39,1.504,1.875
IL,2006,256397.61,156075.38,100322.24,0.39,1.527,1.906
IL,2006,259674.55,158157.43,101517.12,0.39,1.547,1.931
IL,2006,262243.88,160096.81,102147.08,0.39,1.562,1.945
IL,2006,264045.57,161916.31,102129.27,0.39,1.573,1.947
IL,2007,264942.75,163766.94,101175.81,0.38,1.578,1.933
IL,2007,264635.20,165599.52,99035.67,0.37,1.576,1.895
IL,2007,263166.97,167726.50,95440.47,0.36,1.568,1.828
IL,2007,260671.16,170365.40,90305.75,0.35,1.553,1.732
IL,2008,257275.89,173609.52,83666.37,0.33,1.533,1.606
IL,2008,253236.93,177052.88,76184.05,0.30,1.509,1.463
IL,2008,248920.36,180164.24,68756.12,0.28,1.483,1.321
IL,2008,244740.68,182412.48,62328.20,0.25,1.458,1.198
IL,2009,240988.34,183448.08,57540.26,0.24,1.436,1.106
IL,2009,237824.46,183637.11,54187.35,0.23,1.417,1.042
IL,2009,235233.51,183531.27,51702.25,0.22,1.401,0.994
IL,2009,232948.04,183680.55,49267.49,0.21,1.388,0.947
IL,2010,230758.01,184437.86,46320.15,0.20,1.375,0.889
IL,2010,228457.23,185894.69,42562.54,0.19,1.361,0.817
IL,2010,225905.74,187770.30,38135.45,0.17,1.346,0.732
IL,2010,223213.95,189854.92,33359.03,0.15,1.330,0.641
IL,2011,220553.08,191996.48,28556.59,0.13,1.314,0.550
IL,2011,218255.71,194001.93,24253.78,0.11,1.300,0.468
IL,2011,216621.86,195828.28,20793.59,0.10,1.290,0.401
IL,2011,215722.93,197395.29,18327.64,0.08,1.285,0.354
IL,2012,215646.61,198656.13,16990.49,0.08,1.285,0.328
IL,2012,216317.32,199727.26,16590.06,0.08,1.289,0.321
IL,2012,217642.46,200749.23,16893.23,0.08,1.297,0.327
IL,2012,219568.40,201866.32,17702.09,0.08,1.308,0.342
IL,2013,222101.60,203188.86,18912.74,0.09,1.323,0.366
IL,2013,224990.62,204691.45,20299.18,0.09,1.340,0.393
IL,2013,227945.07,206314.52,21630.55,0.09,1.358,0.419
IL,2013,230835.31,207998.45,22836.86,0.10,1.375,0.443
IL,2014,233573.56,211799.82,21773.74,0.09,1.391,0.422
IL,2014,236227.19,211887.70,24339.49,0.10,1.407,0.473
IL,2014,238807.79,216257.53,22550.26,0.09,1.423,0.438
IL,2014,241319.49,220513.64,20805.85,0.09,1.438,0.404
IL,2015,243736.26,220590.79,23145.47,0.09,1.452,0.450
IL,2015,246048.10,218330.04,27718.06,0.11,1.466,0.539
IL,2015,248279.43,219364.18,28915.25,0.12,1.479,0.563
IN,1975,25185.22,23637.72,1547.50,0.06,0.215,0.000
IN,1975,25276.86,23924.33,1352.53,0.05,0.216,0.000
IN,1975,25437.34,24165.17,1272.17,0.05,0.217,0.000
IN,1975,25686.92,24402.57,1284.35,0.05,0.219,0.000
IN,1976,26070.02,24766.52,1303.50,0.05,0.222,0.000
IN,1976,26632.78,25170.57,1462.22,0.05,0.227,0.000
IN,1976,27326.25,25533.14,1793.11,0.07,0.233,0.000
IN,1976,28135.20,25947.20,2187.99,0.08,0.240,0.000
IN,1977,29014.31,26410.40,2603.91,0.09,0.248,0.000
IN,1977,29994.99,26911.64,3083.35,0.10,0.256,0.000
IN,1977,31121.08,27429.74,3691.34,0.12,0.265,0.000
IN,1977,32391.34,27945.73,4445.61,0.14,0.276,0.000
IN,1978,33748.39,28459.79,5288.60,0.16,0.288,0.000
IN,1978,35138.19,28982.60,6155.59,0.18,0.300,0.000
IN,1978,36514.52,29563.97,6950.55,0.19,0.312,0.000
IN,1978,37829.21,30244.92,7584.29,0.20,0.323,0.000
IN,1979,39048.48,31046.18,8002.30,0.20,0.333,0.000
IN,1979,40105.39,31929.80,8175.59,0.20,0.342,0.000
IN,1979,40965.32,32830.28,8135.04,0.20,0.349,0.000
IN,1979,41651.93,33685.35,7966.59,0.19,0.355,0.000
IN,1980,42225.09,34446.67,7778.42,0.18,0.360,0.000
IN,1980,42731.68,35146.10,7585.58,0.18,0.365,0.000
IN,1980,43231.28,35821.04,7410.24,0.17,0.369,0.000
IN,1980,43705.05,36512.25,7192.80,0.16,0.373,0.000
IN,1981,44162.51,37256.91,6905.60,0.16,0.377,0.000
IN,1981,44558.26,38047.53,6510.73,0.15,0.380,0.000
IN,1981,44891.70,38882.69,6009.01,0.13,0.383,0.000
IN,1981,45117.14,39757.04,5360.10,0.12,0.385,0.000
IN,1982,45218.57,40656.36,4562.21,0.10,0.386,0.000
IN,1982,45277.12,41528.93,3748.19,0.08,0.386,0.000
IN,1982,45368.54,42314.62,3053.92,0.07,0.387,0.000
IN,1982,45554.45,42952.79,2601.66,0.06,0.389,0.000
IN,1983,45788.25,43400.99,2387.26,0.05,0.391,0.000
IN,1983,46011.48,43700.23,2311.25,0.05,0.393,0.000
IN,1983,46217.92,43907.03,2310.90,0.05,0.394,0.000
IN,1983,46443.91,44121.71,2322.20,0.05,0.396,0.000
IN,1984,46738.19,44401.28,2336.91,0.05,0.399,0.000
IN,1984,47120.34,44764.33,2356.02,0.05,0.402,0.000
IN,1984,47567.92,45189.53,2378.40,0.05,0.406,0.000
IN,1984,48097.95,45693.05,2404.90,0.05,0.410,0.000
IN,1985,48689.10,46254.64,2434.45,0.05,0.415,0.000
IN,1985,49337.51,46870.63,2466.88,0.05,0.421,0.000
IN,1985,50036.10,47534.29,2501.80,0.05,0.427,0.000
IN,1985,50790.99,48251.44,2539.55,0.05,0.433,0.000
IN,1986,51595.81,49016.02,2579.79,0.05,0.440,0.000
IN,1986,52440.16,49818.15,2622.01,0.05,0.447,0.000
IN,1986,53300.57,50635.54,2665.03,0.05,0.455,0.001
IN,1986,54157.83,51449.94,2707.89,0.05,0.462,0.001
IN,1987,55001.17,52251.11,2750.06,0.05,0.469,0.001
IN,1987,55821.84,53030.75,2791.09,0.05,0.476,0.001
IN,1987,56624.74,53793.50,2831.24,0.05,0.483,0.001
IN,1987,57420.05,54549.05,2871.00,0.05,0.490,0.001
IN,1988,58229.30,55317.83,2911.46,0.05,0.497,0.001
IN,1988,59031.66,56080.07,2951.58,0.05,0.504,0.001
IN,1988,59815.35,56824.58,2990.77,0.05,0.510,0.002
IN,1988,60598.66,57568.72,3029.93,0.05,0.517,0.002
IN,1989,61390.24,58320.73,3069.51,0.05,0.524,0.002
IN,1989,62188.20,59078.79,3109.41,0.05,0.531,0.003
IN,1989,62967.81,59819.42,3148.39,0.05,0.537,0.003
IN,1989,63701.92,60516.83,3185.10,0.05,0.543,0.003
IN,1990,64400.85,61180.81,3220.04,0.05,0.549,0.004
IN,1990,65073.50,61819.83,3253.68,0.05,0.555,0.004
IN,1990,65922.99,62626.84,3296.15,0.05,0.562,0.004
IN,1990,66753.00,63415.35,3337.65,0.05,0.569,0.005
IN,1991,67576.12,64197.32,3378.81,0.05,0.576,0.005
IN,1991,68393.00,64973.35,3419.65,0.05,0.583,0.006
IN,1991,69251.30,65788.73,3462.56,0.05,0.591,0.007
IN,1991,70185.58,66676.30,3509.28,0.05,0.599,0.008
IN,1992,71210.07,67649.57,3560.50,0.05,0.607,0.010
IN,1992,72320.41,68704.39,3616.02,0.05,0.617,0.012
IN,1992,73494.13,69819.43,3674.71,0.05,0.627,0.015
IN,1992,74720.88,70984.84,3736.04,0.05,0.637,0.018
